episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,connector_metrics/ObsPreprocessorConnector_ms,connector_metrics/StateBufferConnector_ms,connector_metrics/ViewRequirementAgentConnector_ms,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,sampler_results/connector_metrics/ObsPreprocessorConnector_ms,sampler_results/connector_metrics/StateBufferConnector_ms,sampler_results/connector_metrics/ViewRequirementAgentConnector_ms,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-123842139.41965471,-123842139.41965471,-123842139.41965471,105408.0,1,0,1,0,0,737856,737856,737856,737856,105408,105408,250.39906026389474,250.39906026389474,737856,105408,737856,False,1,1,default,2023-07-15_22-34-38,1689449678,420.96305084228516,420.96305084228516,59012,MacBook-Air-Bulat-2.local,127.0.0.1,420.96305084228516,1,737856,737856,737856,737856,-123842139.41965471,-123842139.41965471,-123842139.41965471,105408.0,1,0,[-123842139.41965471],[105408],0.30000220506865666,0.4799505733957594,0.0964923274508125,1.6447307545341532,0.0,0.00629425048828125,0.0027179718017578125,0.06754398345947266,420960.024,267957.669,1.562,67477594.022,152979.032,689.036,1.141,737856,737856,737856,737856,22.533946488294312,67.66772575250836,[-123842139.41965471],[105408],0.30000220506865666,0.4799505733957594,0.0964923274508125,1.6447307545341532,0.0,0.00629425048828125,0.0027179718017578125,0.06754398345947266,64.0,24705.5,24704.5,0.0,10.540115113879379,2.2781249999999997,0.0010000000000000007,10.03692173518239,0.003537809832575374,10.0,1.491020865055309e-08,0.014654123211033699,3.997413281587617,0.0
-115358388.03954487,-123842139.41965471,-119600263.72959979,105408.0,1,0,1,0,0,843264,843264,843264,843264,105408,105408,259.31319062786014,259.31319062786014,843264,105408,843264,False,2,2,default,2023-07-15_22-41-24,1689450084,406.4921362400055,827.4551870822906,59012,MacBook-Air-Bulat-2.local,127.0.0.1,827.4551870822906,2,843264,843264,843264,843264,-115358388.03954487,-123842139.41965471,-119600263.72959979,105408.0,1,0,"[-123842139.41965471, -115358388.03954487]","[105408, 105408]",0.29910803350078174,0.4777925645006668,0.09598596333287171,1.6187100269045924,0.0,0.004851818084716797,0.00286102294921875,0.06812810897827148,413724.579,261721.573,39.258,2685031.116,151942.46,693.736,1.086,843264,843264,843264,843264,19.754939341421146,68.42409012131715,"[-123842139.41965471, -115358388.03954487]","[105408, 105408]",0.29910803350078174,0.4777925645006668,0.09598596333287171,1.6187100269045924,0.0,0.004851818084716797,0.00286102294921875,0.06812810897827148,64.0,74115.5,24704.5,0.0,10.604638519227517,2.2781249999999997,0.0010000000000000007,10.036353638557692,0.0033307387192180937,10.0,-1.1435985275666933e-08,0.014495649221338978,3.9240562585219996,0.0
-107975435.15609623,-123842139.41965471,-115725320.87176527,105408.0,1,0,1,0,0,948672,948672,948672,948672,105408,105408,257.8499107374574,257.8499107374574,948672,105408,948672,False,3,3,default,2023-07-15_22-48-13,1689450493,408.7989356517792,1236.2541227340698,59012,MacBook-Air-Bulat-2.local,127.0.0.1,1236.2541227340698,3,948672,948672,948672,948672,-107975435.15609623,-123842139.41965471,-115725320.87176527,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623]","[105408, 105408, 105408]",0.2988676698503858,0.4764426271079418,0.09564955214446258,1.6022771267869658,0.0,0.0043710072835286455,0.0028292338053385415,0.06750424702962239,412081.695,259017.143,52.728,1999086.004,152990.492,688.984,1.081,948672,948672,948672,948672,20.221206896551724,68.37,"[-123842139.41965471, -115358388.03954487, -107975435.15609623]","[105408, 105408, 105408]",0.2988676698503858,0.4764426271079418,0.09564955214446258,1.6022771267869658,0.0,0.0043710072835286455,0.0028292338053385415,0.06750424702962239,64.0,123525.5,24704.5,0.0,10.75748396297139,2.2781249999999997,0.0010000000000000007,10.037847236717454,0.003947485527582542,10.0,-9.84725187819295e-08,0.014880547735025363,3.840514548831902,0.0
-107096200.95792048,-123842139.41965471,-113568040.89330408,105408.0,1,0,1,0,0,1054080,1054080,1054080,1054080,105408,105408,260.30528063741536,260.30528063741536,1054080,105408,1054080,False,4,4,default,2023-07-15_22-54-58,1689450898,404.9431138038635,1641.1972365379333,59012,MacBook-Air-Bulat-2.local,127.0.0.1,1641.1972365379333,4,1054080,1054080,1054080,1054080,-107096200.95792048,-123842139.41965471,-113568040.89330408,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048]","[105408, 105408, 105408, 105408]",0.29874147376737203,0.4752519127119683,0.09539000865596362,1.5926244354745476,0.0,0.0040590763092041016,0.0028192996978759766,0.06717443466186523,410296.247,258143.383,54.869,1921082.814,152076.839,693.123,1.076,1054080,1054080,1054080,1054080,18.00695652173913,68.01599999999999,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048]","[105408, 105408, 105408, 105408]",0.29874147376737203,0.4752519127119683,0.09539000865596362,1.5926244354745476,0.0,0.0040590763092041016,0.0028192996978759766,0.06717443466186523,64.0,172935.5,24704.5,0.0,10.582374191285385,2.2781249999999997,0.0010000000000000007,10.039075117510741,0.004123399578003023,10.0,-9.854489843557297e-08,0.015342318274086077,3.9350638830862024,0.0
-106851429.69950253,-123842139.41965471,-112224718.65454379,105408.0,1,0,1,0,0,1159488,1159488,1159488,1159488,105408,105408,260.6773661572909,260.6773661572909,1159488,105408,1159488,False,5,5,default,2023-07-15_23-01-43,1689451303,404.36455607414246,2045.5617926120758,59012,MacBook-Air-Bulat-2.local,127.0.0.1,2045.5617926120758,5,1159488,1159488,1159488,1159488,-106851429.69950253,-123842139.41965471,-112224718.65454379,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253]","[105408, 105408, 105408, 105408, 105408]",0.29853338502971144,0.47415255855090965,0.09516417342977893,1.5866747127340293,0.0,0.0039005279541015625,0.0028371810913085938,0.06696224212646484,409109.377,257743.031,53.568,1967754.868,151291.737,696.72,1.083,1159488,1159488,1159488,1159488,17.782692307692308,68.0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253]","[105408, 105408, 105408, 105408, 105408]",0.29853338502971144,0.47415255855090965,0.09516417342977893,1.5866747127340293,0.0,0.0039005279541015625,0.0028371810913085938,0.06696224212646484,64.0,222345.5,24704.5,0.0,10.990062065214746,2.2781249999999997,0.0010000000000000007,10.037959057146951,0.003942253028942742,10.0,-4.654011729274581e-08,0.014931930475814212,3.806072629977035,0.0
-106851429.69950253,-123842139.41965471,-111553289.12179701,105408.0,1,0,1,0,0,1264896,1264896,1264896,1264896,105408,105408,259.8222734890484,259.8222734890484,1264896,105408,1264896,False,6,6,default,2023-07-15_23-08-28,1689451708,405.6951422691345,2451.2569348812103,59012,MacBook-Air-Bulat-2.local,127.0.0.1,2451.2569348812103,6,1264896,1264896,1264896,1264896,-106851429.69950253,-123842139.41965471,-111553289.12179701,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314]","[105408, 105408, 105408, 105408, 105408, 105408]",0.29832570557558086,0.47322589046390945,0.09496741057453811,1.582507344287811,0.0,0.003818670908610026,0.0027855237325032554,0.06727377573649089,408539.928,257415.308,51.975,2028037.532,151051.739,697.827,1.074,1264896,1264896,1264896,1264896,17.75408695652174,67.81130434782608,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314]","[105408, 105408, 105408, 105408, 105408, 105408]",0.29832570557558086,0.47322589046390945,0.09496741057453811,1.582507344287811,0.0,0.003818670908610026,0.0027855237325032554,0.06727377573649089,64.0,271755.5,24704.5,0.0,10.79903451371497,2.2781249999999997,0.0010000000000000007,10.037553672314269,0.0039741236179009825,10.0,-7.06063521291968e-08,0.014739993680138057,3.8520779203389055,0.0
-106779914.23696572,-123842139.41965471,-110871378.42396395,105408.0,1,0,1,0,0,1370304,1370304,1370304,1370304,105408,105408,263.3823366587382,263.3823366587382,1370304,105408,1370304,False,7,7,default,2023-07-15_23-15-09,1689452109,400.2123210430145,2851.469255924225,59012,MacBook-Air-Bulat-2.local,127.0.0.1,2851.469255924225,7,1370304,1370304,1370304,1370304,-106779914.23696572,-123842139.41965471,-110871378.42396395,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572]","[105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.29816129849302025,0.4724307587632549,0.09480382783160837,1.5787702653893199,0.0,0.003746577671595982,0.0028065272739955355,0.06717273167201451,407349.803,256727.623,51.419,2049979.381,150549.952,700.153,1.063,1370304,1370304,1370304,1370304,17.79507042253521,67.67341549295774,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572]","[105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.29816129849302025,0.4724307587632549,0.09480382783160837,1.5787702653893199,0.0,0.003746577671595982,0.0028065272739955355,0.06717273167201451,64.0,321165.5,24704.5,0.0,10.703621325940889,2.2781249999999997,0.0010000000000000007,10.037222860317147,0.003881703836456404,10.0,-1.535534352046038e-07,0.014635348951210563,3.8193733373409193,0.0
-106779914.23696572,-123842139.41965471,-110521885.54376426,105408.0,1,0,1,0,0,1475712,1475712,1475712,1475712,105408,105408,261.4699753919623,261.4699753919623,1475712,105408,1475712,False,8,8,default,2023-07-15_23-21-52,1689452512,403.1389191150665,3254.6081750392914,59012,MacBook-Air-Bulat-2.local,127.0.0.1,3254.6081750392914,8,1475712,1475712,1475712,1475712,-106779914.23696572,-123842139.41965471,-110521885.54376426,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572, -108075435.38236637]","[105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.29792383443864096,0.47176250087456273,0.09466858716805723,1.5759499037299811,0.0,0.0036984682083129883,0.0028192996978759766,0.06763041019439697,406823.094,256545.93,50.336,2094070.235,150205.977,701.756,1.064,1475712,1475712,1475712,1475712,18.143706293706295,67.6812937062937,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572, -108075435.38236637]","[105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.29792383443864096,0.47176250087456273,0.09466858716805723,1.5759499037299811,0.0,0.0036984682083129883,0.0028192996978759766,0.06763041019439697,64.0,370575.5,24704.5,0.0,10.710856909948282,2.2781249999999997,0.0010000000000000007,10.038223171327019,0.004031790177627226,10.0,-1.3661659625203376e-07,0.015008562151224826,3.801393460542223,0.0
-106779914.23696572,-123842139.41965471,-110161416.76799257,105408.0,1,0,1,0,0,1581120,1581120,1581120,1581120,105408,105408,261.20561307975487,261.20561307975487,1581120,105408,1581120,False,9,9,default,2023-07-15_23-28-35,1689452915,403.54657530784607,3658.1547503471375,59012,MacBook-Air-Bulat-2.local,127.0.0.1,3658.1547503471375,9,1581120,1581120,1581120,1581120,-106779914.23696572,-123842139.41965471,-110161416.76799257,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572, -108075435.38236637, -107277666.56181903]","[105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.29774945455225227,0.47119410413790735,0.09455306300149618,1.5736700320299826,0.0,0.0036584006415473092,0.0028292338053385415,0.06759696536593968,406458.766,256417.198,49.696,2121074.319,149971.086,702.855,1.062,1581120,1581120,1581120,1581120,17.699474605954467,67.81961471103328,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572, -108075435.38236637, -107277666.56181903]","[105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.29774945455225227,0.47119410413790735,0.09455306300149618,1.5736700320299826,0.0,0.0036584006415473092,0.0028292338053385415,0.06759696536593968,64.0,419985.5,24704.5,0.0,10.835150488660394,2.2781249999999997,0.0010000000000000007,10.04012669294777,0.0043726879755116846,10.0,-8.019665623695545e-08,0.015694490290751276,3.8406981452132403,0.0
-106735397.02689312,-123842139.41965471,-109818814.79388264,105408.0,1,0,1,0,0,1686528,1686528,1686528,1686528,105408,105408,261.65808549758265,261.65808549758265,1686528,105408,1686528,False,10,10,default,2023-07-15_23-35-18,1689453318,402.84907388687134,4061.003824234009,59012,MacBook-Air-Bulat-2.local,127.0.0.1,4061.003824234009,10,1686528,1686528,1686528,1686528,-106735397.02689312,-123842139.41965471,-109818814.79388264,105408.0,1,0,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572, -108075435.38236637, -107277666.56181903, -106735397.02689312]","[105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.2975718416431288,0.47068997859482814,0.09445148675029526,1.5718136170681807,0.0,0.003604888916015625,0.002853870391845703,0.06758928298950195,406097.521,256279.028,48.915,2154934.199,149748.842,703.899,1.056,1686528,1686528,1686528,1686528,17.79736842105263,67.95508771929825,"[-123842139.41965471, -115358388.03954487, -107975435.15609623, -107096200.95792048, -106851429.69950253, -108196141.45806314, -106779914.23696572, -108075435.38236637, -107277666.56181903, -106735397.02689312]","[105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408, 105408]",0.2975718416431288,0.47068997859482814,0.09445148675029526,1.5718136170681807,0.0,0.003604888916015625,0.002853870391845703,0.06758928298950195,64.0,469395.5,24704.5,0.0,10.732464112544971,2.2781249999999997,0.0010000000000000007,10.038044391032342,0.00388364800898136,10.0,-2.8336634401415214e-08,0.01499511251567338,3.815969185944005,0.0
