episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,1,0,0,288,288,288,288,288,288,19.49823221945414,19.49823221945414,288,288,288,False,0,1,e70a7_00000,2023-07-20_16-25-53,1689859553,14.772747039794922,14.772747039794922,98922,Air-Bulat-2,127.0.0.1,14.772747039794922,1,288,288,288,288,nan,nan,nan,nan,0,0,[],[],14770.546,14408.569,0.557,517105.973,360.155,799.655,0.979,288,288,288,288,19.85909090909091,74.6818181818182,[],[],64.0,60.5,59.5,0.0,1.9175384566187859,0.20000000000000004,0.00011500000000000003,10000.201611328124,0.2001793975631396,10000.0,3.129243850708008e-07,0.007109695991433313,4.218481163183848,0.0
nan,nan,nan,nan,0,0,1,0,0,576,576,576,576,288,288,262.96971806655927,262.96971806655927,576,288,576,False,0,2,e70a7_00000,2023-07-20_16-25-54,1689859554,1.0970730781555176,15.86982011795044,98922,Air-Bulat-2,127.0.0.1,15.86982011795044,2,576,576,576,576,nan,nan,nan,nan,0,0,[],[],7932.855,7586.337,0.429,672022.004,344.859,835.124,0.96,576,576,576,576,27.7,74.8,[],[],64.0,180.5,59.5,0.0,1.8892097334067026,0.10000000000000002,0.0001177595628415301,10000.203531901041,0.2023080738882224,10000.0,-5.960464477539063e-08,0.01185167146004467,4.254041357835134,0.0
nan,nan,nan,nan,0,0,1,0,0,864,864,864,864,288,288,261.39543789097024,261.39543789097024,864,288,864,False,0,3,e70a7_00000,2023-07-20_16-25-56,1689859556,1.1036670207977295,16.97348713874817,98922,Air-Bulat-2,127.0.0.1,16.97348713874817,3,864,864,864,864,nan,nan,nan,nan,0,0,[],[],5655.825,5313.287,0.395,729003.954,340.928,844.754,0.945,864,864,864,864,20.65,74.8,[],[],64.0,300.5,59.5,0.0,1.6405341813961665,0.05000000000000001,0.00012051912568306007,10000.196044921875,0.19460152859489124,10000.0,3.129243850708008e-07,0.02985086171659842,4.37243621746699,0.0
nan,nan,nan,nan,0,0,1,0,0,1152,1152,1152,1152,288,288,263.04731177550684,263.04731177550684,1152,288,1152,False,0,4,e70a7_00000,2023-07-20_16-25-57,1689859557,1.0966920852661133,18.070179224014282,98922,Air-Bulat-2,127.0.0.1,18.070179224014282,4,1152,1152,1152,1152,nan,nan,nan,nan,0,0,[],[],4515.58,4175.963,0.363,792754.423,338.075,851.883,0.915,1152,1152,1152,1152,19.8,74.8,[],[],64.0,420.5,59.5,0.0,1.3875291655460993,0.025000000000000005,0.00012327868852459015,10000.216227213541,0.21481306588587662,10000.0,-2.086162567138672e-07,0.051594707793871444,4.118422571818034,0.0
nan,nan,nan,nan,0,0,1,0,0,1440,1440,1440,1440,288,288,263.69567277938654,263.69567277938654,1440,288,1440,False,0,5,e70a7_00000,2023-07-20_16-25-58,1689859558,1.0939488410949707,19.164128065109253,98922,Air-Bulat-2,127.0.0.1,19.164128065109253,5,1440,1440,1440,1440,nan,nan,nan,nan,0,0,[],[],3830.894,3493.23,0.345,834572.027,336.157,856.743,0.899,1440,1440,1440,1440,20.25,74.7,[],[],64.0,540.5,59.5,0.0,2.485310489932696,0.025000000000000005,0.0001260382513661202,10000.161010742188,0.16008280937870342,10000.0,2.682209014892578e-07,0.04174171247699805,4.436588577429453,0.0
nan,nan,nan,nan,0,0,1,0,0,1728,1728,1728,1728,288,288,266.93598757910564,266.93598757910564,1728,288,1728,False,0,6,e70a7_00000,2023-07-20_16-25-59,1689859559,1.0807759761810303,20.244904041290283,98922,Air-Bulat-2,127.0.0.1,20.244904041290283,6,1728,1728,1728,1728,nan,nan,nan,nan,0,0,[],[],3372.227,3036.323,0.333,865507.202,334.426,861.177,0.885,1728,1728,1728,1728,26.8,74.8,[],[],64.0,660.5,59.5,0.0,2.1778427173693973,0.012500000000000002,0.00012879781420765027,10000.182356770832,0.18219568071266015,10000.0,-1.4901161193847656e-07,0.02933110207244075,4.2396637539068855,0.0
nan,nan,nan,nan,0,0,1,0,0,2016,2016,2016,2016,288,288,263.49688035859464,263.49688035859464,2016,288,2016,False,0,7,e70a7_00000,2023-07-20_16-26-00,1689859560,1.0947909355163574,21.33969497680664,98922,Air-Bulat-2,127.0.0.1,21.33969497680664,7,2016,2016,2016,2016,nan,nan,nan,nan,0,0,[],[],3046.619,2711.407,0.325,886715.275,333.753,862.913,0.875,2016,2016,2016,2016,22.0,74.9,[],[],64.0,780.5,59.5,0.0,3.636357846856117,0.006250000000000001,0.00013155737704918034,10000.15907389323,0.15906388983130454,10000.0,8.940696716308594e-08,0.030982612093309565,5.041917061805725,0.0
nan,nan,nan,nan,0,0,1,0,0,2304,2304,2304,2304,288,288,249.15475379674643,249.15475379674643,2304,288,2304,False,0,8,e70a7_00000,2023-07-20_16-26-01,1689859561,1.157904863357544,22.497599840164185,98922,Air-Bulat-2,127.0.0.1,22.497599840164185,8,2304,2304,2304,2304,nan,nan,nan,nan,0,0,[],[],2810.278,2472.243,0.318,906196.213,336.523,855.811,0.921,2304,2304,2304,2304,25.15,74.75,[],[],64.0,900.5,59.5,0.0,3.4926695714394254,0.0031250000000000006,0.00013431693989071042,10000.156770833333,0.15675216770420472,10000.0,-2.9802322387695312e-08,0.026598745638936553,4.513781619071961,0.0
nan,nan,nan,nan,0,0,1,0,0,2592,2592,2592,2592,288,288,251.65630014935303,251.65630014935303,2592,288,2592,False,0,9,e70a7_00000,2023-07-20_16-26-02,1689859562,1.1463627815246582,23.643962621688843,98922,Air-Bulat-2,127.0.0.1,23.643962621688843,9,2592,2592,2592,2592,nan,nan,nan,nan,0,0,[],[],2625.18,2287.575,0.316,912815.782,336.107,856.871,0.909,2592,2592,2592,2592,31.7,74.8,[],[],64.0,1020.5,59.5,0.0,3.0135588084657985,0.0015625000000000003,0.00013707650273224044,10000.214192708334,0.21413472422088187,10000.0,-5.960464477539063e-08,0.01608211233251529,4.240422944227855,0.0
nan,nan,nan,nan,0,0,1,0,0,2880,2880,2880,2880,288,288,258.63458462708485,258.63458462708485,2880,288,2880,False,0,10,e70a7_00000,2023-07-20_16-26-03,1689859563,1.1153929233551025,24.759355545043945,98922,Air-Bulat-2,127.0.0.1,24.759355545043945,10,2880,2880,2880,2880,nan,nan,nan,nan,0,0,[],[],2474.014,2136.583,0.312,924081.665,335.938,857.302,0.908,2880,2880,2880,2880,30.3,75.0,[],[],64.0,1140.5,59.5,0.0,4.354786458611488,0.0007812500000000002,0.0001398360655737705,10000.177400716146,0.1773864914973577,10000.0,-1.1920928955078125e-07,0.052034428944414055,4.785483332475026,0.0
