episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,1,0,0,288,288,288,288,288,288,20.28132605227257,20.28132605227257,288,288,288,False,0,1,34ba7_00000,2023-07-20_17-18-09,1689862689,14.202471017837524,14.202471017837524,99573,Air-Bulat-2,127.0.0.1,14.202471017837524,1,288,288,288,288,nan,nan,nan,nan,0,0,[],[],14200.225,13841.476,0.546,527493.254,356.863,807.032,1.006,288,288,288,288,22.514285714285712,77.08571428571429,[],[],64.0,60.5,59.5,0.0,3.00749624868234,0.20000000000000004,0.011500000000000002,10000.171516927083,0.1698903998360038,10000.0,1.341104507446289e-07,0.008624099482888909,4.176708547274272,0.0
nan,nan,nan,nan,0,0,1,0,0,576,576,576,576,288,288,311.60733684436445,311.60733684436445,576,288,576,False,0,2,34ba7_00000,2023-07-20_17-18-10,1689862690,0.926163911819458,15.128634929656982,99573,Air-Bulat-2,127.0.0.1,15.128634929656982,2,576,576,576,576,nan,nan,nan,nan,0,0,[],[],7562.223,7224.946,0.414,695028.511,335.602,858.159,0.963,576,576,576,576,25.3,77.4,[],[],64.0,180.5,59.5,0.0,3.2812107960383097,0.10000000000000002,0.011499316939890706,10000.783723958333,0.36044174185265093,10000.0,-1.1920928955078125e-07,4.234046044945717,8.496372010310491,0.0
-924452.9836855091,-924452.9836855091,-924452.9836855091,864.0,1,0,1,0,0,864,864,864,864,288,288,19.967487477999075,19.967487477999075,864,288,864,False,1,3,34ba7_00000,2023-07-20_17-18-25,1689862705,14.42609715461731,29.554732084274292,99573,Air-Bulat-2,127.0.0.1,29.554732084274292,3,864,864,864,864,-924452.9836855091,-924452.9836855091,-924452.9836855091,864.0,1,0,[-924452.9836855091],[864],9849.292,9518.791,0.374,770382.367,328.885,875.687,0.957,864,864,864,864,18.96666666666667,77.2904761904762,[-924452.9836855091],[864],64.0,300.5,59.5,0.0,7.05194905102253,0.14999999999999997,0.01149863387978142,10003.917708333332,0.37795692839613526,10000.0,-1.9371509552001953e-07,23.59986751638353,33.605543772379555,0.0
-924452.9836855091,-924452.9836855091,-924452.9836855091,864.0,0,0,1,0,0,1152,1152,1152,1152,288,288,334.8997310454406,334.8997310454406,1152,288,1152,False,1,4,34ba7_00000,2023-07-20_17-18-26,1689862706,0.8620150089263916,30.416747093200684,99573,Air-Bulat-2,127.0.0.1,30.416747093200684,4,1152,1152,1152,1152,-924452.9836855091,-924452.9836855091,-924452.9836855091,864.0,0,0,[-924452.9836855091],[864],7601.954,7275.357,0.347,829642.549,325.005,886.139,0.967,1152,1152,1152,1152,18.1,77.5,[-924452.9836855091],[864],64.0,420.5,59.5,0.0,6.631766686836879,0.22500000000000006,0.011497950819672134,10000.426204427084,0.34388591200113294,10000.0,-7.450580596923828e-08,0.3655579601725025,14.970068017641703,0.0
-924452.9836855091,-924452.9836855091,-924452.9836855091,864.0,0,0,1,0,0,1440,1440,1440,1440,288,288,332.080352940659,332.080352940659,1440,288,1440,False,1,5,34ba7_00000,2023-07-20_17-18-27,1689862707,0.869218111038208,31.28596520423889,99573,Air-Bulat-2,127.0.0.1,31.28596520423889,5,1440,1440,1440,1440,-924452.9836855091,-924452.9836855091,-924452.9836855091,864.0,0,0,[-924452.9836855091],[864],6255.012,5930.39,0.331,869786.544,323.08,891.42,0.941,1440,1440,1440,1440,15.8,77.7,[-924452.9836855091],[864],64.0,540.5,59.5,0.0,13.17542447646459,0.3375000000000001,0.011497267759562838,10000.92539876302,0.4503622476360761,10000.0,-5.960464477539063e-08,1.407411269766332,15.987700581550598,0.0
-883581.0586827477,-924452.9836855091,-904017.0211841284,864.0,1,0,1,0,0,1728,1728,1728,1728,288,288,20.097198029031077,20.097198029031077,1728,288,1728,False,2,6,34ba7_00000,2023-07-20_17-18-41,1689862721,14.33283519744873,45.61880040168762,99573,Air-Bulat-2,127.0.0.1,45.61880040168762,6,1728,1728,1728,1728,-883581.0586827477,-924452.9836855091,-904017.0211841284,864.0,1,0,"[-924452.9836855091, -883581.0586827477]","[864, 864]",7600.899,7272.264,0.325,884952.053,327.101,880.462,0.94,1728,1728,1728,1728,18.055,77.42999999999999,"[-924452.9836855091, -883581.0586827477]","[864, 864]",64.0,660.5,59.5,0.0,9.233569770057995,0.5062499999999999,0.011496584699453553,10000.430900065105,0.3182170199851195,10000.0,-3.129243850708008e-07,0.22273764831870232,23.029105456670127,0.0
-883581.0586827477,-924452.9836855091,-904017.0211841284,864.0,0,0,1,0,0,2016,2016,2016,2016,288,288,289.81212731623543,289.81212731623543,2016,288,2016,False,2,7,34ba7_00000,2023-07-20_17-18-42,1689862722,0.9959149360656738,46.614715337753296,99573,Air-Bulat-2,127.0.0.1,46.614715337753296,7,2016,2016,2016,2016,-883581.0586827477,-924452.9836855091,-904017.0211841284,864.0,0,0,"[-924452.9836855091, -883581.0586827477]","[864, 864]",6657.017,6321.012,0.323,892989.425,334.433,861.159,0.973,2016,2016,2016,2016,31.1,78.7,"[-924452.9836855091, -883581.0586827477]","[864, 864]",64.0,780.5,59.5,0.0,17.31921485066414,0.7593750000000002,0.011495901639344266,10004.712109375,0.30565680342434226,10000.0,-5.960464477539063e-08,5.802593296250203,28.47808680534363,0.0
-883581.0586827477,-924452.9836855091,-904017.0211841284,864.0,0,0,1,0,0,2304,2304,2304,2304,288,288,306.9443535466854,306.9443535466854,2304,288,2304,False,2,8,34ba7_00000,2023-07-20_17-18-43,1689862723,0.9402527809143066,47.5549681186676,99573,Air-Bulat-2,127.0.0.1,47.5549681186676,8,2304,2304,2304,2304,-883581.0586827477,-924452.9836855091,-904017.0211841284,864.0,0,0,"[-924452.9836855091, -883581.0586827477]","[864, 864]",5942.173,5606.494,0.317,909351.314,334.127,861.949,0.961,2304,2304,2304,2304,24.6,77.8,"[-924452.9836855091, -883581.0586827477]","[864, 864]",64.0,900.5,59.5,0.0,17.55725404918194,1.1390624999999999,0.011495218579234969,10001.280590820312,0.3286410276273576,10000.0,-5.960464477539063e-08,0.8356957936159962,36.90777997970581,0.0
-883581.0586827477,-998291.8696759248,-935441.9706813939,864.0,1,0,1,0,0,2592,2592,2592,2592,288,288,20.647528376474067,20.647528376474067,2592,288,2592,False,3,9,34ba7_00000,2023-07-20_17-18-57,1689862737,13.950942993164062,61.505911111831665,99573,Air-Bulat-2,127.0.0.1,61.505911111831665,9,2592,2592,2592,2592,-883581.0586827477,-998291.8696759248,-935441.9706813939,864.0,1,0,"[-924452.9836855091, -883581.0586827477, -998291.8696759248]","[864, 864, 864]",6831.752,6497.815,0.313,920233.28,332.401,866.424,0.951,2592,2592,2592,2592,20.794999999999998,77.425,"[-924452.9836855091, -883581.0586827477, -998291.8696759248]","[864, 864, 864]",64.0,1020.5,59.5,0.0,47.61750177741051,1.7085937499999995,0.011494535519125685,10015.8298828125,0.4367997780120387,10000.0,1.4901161193847656e-08,9.00936858014781,45.01339991887411,0.0
-883581.0586827477,-998291.8696759248,-935441.9706813939,864.0,0,0,1,0,0,2880,2880,2880,2880,288,288,307.9354282650852,307.9354282650852,2880,288,2880,False,3,10,34ba7_00000,2023-07-20_17-18-58,1689862738,0.9373281002044678,62.44323921203613,99573,Air-Bulat-2,127.0.0.1,62.44323921203613,10,2880,2880,2880,2880,-883581.0586827477,-998291.8696759248,-935441.9706813939,864.0,0,0,"[-924452.9836855091, -883581.0586827477, -998291.8696759248]","[864, 864, 864]",6242.101,5908.938,0.31,929700.263,331.644,868.401,0.939,2880,2880,2880,2880,16.3,77.7,"[-924452.9836855091, -883581.0586827477, -998291.8696759248]","[864, 864, 864]",64.0,1140.5,59.5,0.0,68.30708016927044,2.5628906250000005,0.011493852459016397,10048.468286132813,0.36096767985470085,10000.0,-7.450580596923828e-08,18.770783134264335,54.56478786468506,0.0
